Crime_ID,Crime_Type,Date,Time,Location_ID,Officer_ID,Status
517,Fraud,2024-12-21,20:00,5,25,Solved
518,Cybercrime,2024-01-27,09:00,3,36,Unsolved
519,Robbery,2024-07-24,02:00,7,30,Unsolved
520,Burglary,2024-10-08,12:00,6,43,Solved
521,Theft,2024-01-01,11:00,5,8,Unsolved
522,Fraud,2024-01-15,06:00,1,66,Solved
523,Assault,2024-06-16,17:00,4,79,Solved
524,Burglary,2024-10-02,14:00,3,43,Unsolved
525,Burglary,2024-05-17,17:00,4,100,Unsolved
526,Assault,2024-11-23,21:00,6,24,Unsolved
527,Robbery,2024-06-30,18:00,5,25,Solved
528,Robbery,2024-08-20,14:00,7,27,Unsolved
529,Robbery,2024-03-07,04:00,3,15,Unsolved
530,Cybercrime,2024-10-10,11:00,7,74,Unsolved
531,Theft,2024-09-15,20:00,7,47,Solved
532,Assault,2024-05-05,06:00,6,15,Unsolved
533,Theft,2024-01-20,04:00,8,36,Solved
534,Assault,2024-05-22,03:00,7,22,Unsolved
535,Fraud,2024-09-26,16:00,7,67,Unsolved
536,Fraud,2024-12-19,12:00,4,79,Solved
537,Robbery,2024-05-05,02:00,3,25,Solved
538,Cybercrime,2024-03-23,14:00,4,85,Solved
539,Cybercrime,2024-03-02,22:00,8,24,Solved
540,Fraud,2024-05-19,06:00,1,10,Unsolved
541,Robbery,2024-06-05,13:00,8,95,Solved
542,Cybercrime,2024-08-24,11:00,5,47,Unsolved
543,Theft,2024-01-04,05:00,6,97,Unsolved
544,Cybercrime,2024-01-11,18:00,4,90,Solved
545,Fraud,2024-02-01,15:00,6,1,Unsolved
546,Cybercrime,2024-09-10,08:00,8,24,Solved
547,Robbery,2024-04-18,18:00,1,64,Unsolved
548,Robbery,2024-04-01,21:00,7,24,Solved
549,Assault,2024-08-12,09:00,2,8,Solved
550,Assault,2024-04-12,02:00,1,29,Unsolved
551,Assault,2024-04-24,14:00,3,65,Unsolved
552,Assault,2024-10-12,14:00,2,49,Solved
553,Cybercrime,2024-11-07,06:00,2,15,Solved
554,Robbery,2024-10-12,00:00,5,77,Unsolved
555,Cybercrime,2024-02-03,04:00,4,71,Solved
556,Burglary,2024-02-11,05:00,6,30,Solved
557,Robbery,2024-12-29,10:00,8,50,Unsolved
558,Assault,2024-11-17,08:00,8,73,Solved
559,Assault,2024-04-15,06:00,4,35,Unsolved
560,Cybercrime,2024-06-26,20:00,8,20,Solved
561,Assault,2024-01-26,13:00,5,97,Unsolved
562,Fraud,2024-12-07,03:00,5,25,Unsolved
563,Robbery,2024-06-30,14:00,7,94,Unsolved
564,Burglary,2024-06-25,05:00,6,20,Unsolved
565,Fraud,2024-01-01,17:00,8,91,Unsolved
566,Burglary,2024-10-21,07:00,8,1,Solved
567,Burglary,2024-09-20,02:00,8,79,Solved
568,Fraud,2024-10-04,07:00,4,85,Solved
569,Burglary,2024-09-18,06:00,3,58,Unsolved
570,Theft,2024-01-16,00:00,4,100,Solved
571,Fraud,2024-04-29,10:00,8,67,Unsolved
572,Theft,2024-12-02,04:00,8,29,Unsolved
573,Assault,2024-12-19,12:00,4,83,Unsolved
574,Cybercrime,2024-08-30,09:00,3,6,Solved
575,Theft,2024-06-07,02:00,4,64,Solved
576,Cybercrime,2024-12-22,17:00,7,71,Unsolved
577,Theft,2024-06-09,15:00,4,5,Unsolved
578,Burglary,2024-11-24,01:00,7,30,Solved
579,Robbery,2024-06-21,19:00,4,69,Unsolved
580,Theft,2024-06-17,17:00,2,38,Solved
581,Theft,2024-11-19,21:00,6,99,Unsolved
582,Cybercrime,2024-06-01,02:00,5,45,Unsolved
583,Theft,2024-11-30,18:00,4,54,Unsolved
584,Theft,2024-11-02,08:00,5,50,Unsolved
585,Assault,2024-06-25,23:00,2,14,Solved
586,Theft,2024-10-14,07:00,1,27,Unsolved
587,Cybercrime,2024-09-14,02:00,6,74,Unsolved
588,Assault,2024-01-19,22:00,3,71,Solved
589,Burglary,2024-07-13,05:00,4,96,Unsolved
590,Burglary,2024-09-28,21:00,7,44,Solved
591,Robbery,2024-04-12,22:00,8,5,Unsolved
592,Cybercrime,2024-06-20,09:00,1,12,Solved
593,Theft,2024-06-16,16:00,2,49,Unsolved
594,Assault,2024-10-03,21:00,2,11,Solved
595,Cybercrime,2024-05-09,07:00,8,51,Solved
596,Theft,2024-05-08,01:00,4,94,Solved
597,Burglary,2024-06-22,23:00,5,96,Solved
598,Fraud,2024-08-29,07:00,2,2,Unsolved
599,Assault,2024-04-18,10:00,4,53,Solved
600,Assault,2024-04-30,04:00,1,59,Unsolved
601,Theft,2024-06-03,22:00,1,68,Unsolved
602,Theft,2024-05-15,07:00,2,97,Unsolved
603,Assault,2024-06-29,09:00,2,57,Solved
604,Assault,2024-05-04,13:00,2,58,Unsolved
605,Burglary,2024-05-11,06:00,8,72,Solved
606,Burglary,2024-01-22,12:00,7,93,Solved
607,Cybercrime,2024-03-24,17:00,4,71,Unsolved
608,Burglary,2024-12-01,07:00,8,1,Unsolved
609,Robbery,2024-11-21,08:00,8,40,Solved
610,Cybercrime,2024-09-21,03:00,5,3,Unsolved
611,Fraud,2024-02-13,14:00,6,19,Solved
612,Cybercrime,2024-05-03,02:00,5,73,Solved
613,Burglary,2024-04-05,09:00,2,41,Solved
614,Theft,2024-03-17,11:00,1,31,Solved
615,Fraud,2024-03-13,14:00,5,52,Unsolved
616,Fraud,2024-07-05,17:00,4,58,Unsolved
617,Theft,2024-11-20,00:00,1,63,Unsolved
618,Fraud,2024-02-28,18:00,3,44,Unsolved
619,Fraud,2024-11-04,09:00,5,14,Solved
620,Assault,2024-10-20,19:00,6,35,Solved
621,Theft,2024-02-17,23:00,8,36,Solved
622,Assault,2024-10-06,15:00,4,17,Unsolved
623,Robbery,2024-07-17,13:00,7,63,Unsolved
624,Burglary,2024-09-13,00:00,4,96,Unsolved
625,Assault,2024-08-21,12:00,4,86,Unsolved
626,Robbery,2024-03-28,20:00,6,97,Unsolved
627,Theft,2024-02-29,15:00,5,66,Unsolved
628,Theft,2024-01-09,20:00,5,66,Unsolved
629,Theft,2024-09-15,21:00,5,67,Solved
630,Fraud,2024-05-11,16:00,4,85,Solved
631,Theft,2024-05-22,07:00,5,70,Unsolved
632,Robbery,2024-03-20,04:00,3,79,Solved
633,Assault,2024-07-14,09:00,3,65,Unsolved
634,Robbery,2024-02-04,04:00,5,43,Unsolved
635,Theft,2024-12-03,13:00,8,29,Unsolved
636,Fraud,2024-02-12,18:00,3,1,Unsolved
637,Cybercrime,2024-06-11,16:00,6,95,Solved
638,Burglary,2024-03-19,20:00,5,56,Solved
639,Fraud,2024-12-29,05:00,3,25,Solved
640,Cybercrime,2024-11-12,22:00,3,27,Solved
641,Assault,2024-03-08,12:00,1,4,Unsolved
642,Cybercrime,2024-06-19,12:00,6,19,Solved
643,Burglary,2024-06-18,09:00,5,12,Solved
644,Assault,2024-07-15,18:00,8,86,Unsolved
645,Assault,2024-04-18,12:00,6,96,Unsolved
646,Cybercrime,2024-12-25,11:00,1,11,Unsolved
647,Fraud,2024-06-18,16:00,2,66,Unsolved
648,Cybercrime,2024-06-16,06:00,5,91,Solved
649,Theft,2024-07-27,03:00,4,13,Solved
650,Robbery,2024-09-07,01:00,1,8,Unsolved
651,Robbery,2024-11-19,14:00,2,60,Solved
652,Fraud,2024-01-14,17:00,1,52,Solved
653,Fraud,2024-01-26,17:00,6,77,Solved
654,Robbery,2024-02-08,18:00,5,23,Solved
655,Theft,2024-07-22,06:00,6,34,Solved
656,Theft,2024-09-18,09:00,3,19,Solved
657,Burglary,2024-08-30,18:00,4,37,Unsolved
658,Robbery,2024-04-02,13:00,1,47,Solved
659,Robbery,2024-10-22,12:00,1,23,Unsolved
660,Burglary,2024-03-14,16:00,5,33,Unsolved
661,Cybercrime,2024-01-15,05:00,5,54,Unsolved
662,Assault,2024-02-17,20:00,2,44,Solved
663,Theft,2024-03-12,16:00,5,95,Unsolved
664,Burglary,2024-05-09,03:00,7,31,Unsolved
665,Cybercrime,2024-07-17,07:00,2,31,Unsolved
666,Assault,2024-03-01,06:00,8,16,Solved
667,Fraud,2024-08-19,01:00,6,97,Solved
668,Burglary,2024-09-28,00:00,3,33,Unsolved
669,Burglary,2024-05-02,02:00,2,85,Unsolved
670,Assault,2024-04-07,05:00,4,41,Unsolved
671,Theft,2024-08-27,23:00,3,32,Unsolved
672,Robbery,2024-04-13,00:00,2,35,Unsolved
673,Theft,2024-12-20,22:00,3,66,Solved
674,Assault,2024-02-23,14:00,1,35,Unsolved
675,Assault,2024-11-21,04:00,2,75,Unsolved
676,Cybercrime,2024-02-08,09:00,3,16,Unsolved
677,Burglary,2024-02-19,15:00,8,92,Solved
678,Cybercrime,2024-07-28,22:00,7,9,Solved
679,Cybercrime,2024-07-05,12:00,5,18,Solved
680,Robbery,2024-05-20,03:00,1,76,Solved
681,Robbery,2024-03-16,15:00,3,61,Solved
682,Fraud,2024-06-30,18:00,4,72,Unsolved
683,Cybercrime,2024-01-25,02:00,2,25,Unsolved
684,Fraud,2024-08-11,20:00,8,90,Solved
685,Fraud,2024-01-23,14:00,6,34,Solved
686,Cybercrime,2024-04-19,03:00,1,65,Solved
687,Fraud,2024-06-10,06:00,2,80,Solved
688,Burglary,2024-12-09,08:00,8,48,Unsolved
689,Robbery,2024-04-13,20:00,6,90,Solved
690,Assault,2024-08-25,02:00,8,34,Unsolved
691,Burglary,2024-06-12,14:00,3,68,Solved
692,Assault,2024-09-07,14:00,4,53,Solved
693,Cybercrime,2024-06-22,16:00,8,94,Unsolved
694,Assault,2024-09-21,15:00,7,54,Solved
695,Robbery,2024-06-18,12:00,7,79,Unsolved
696,Assault,2024-08-22,22:00,2,68,Unsolved
697,Burglary,2024-05-22,21:00,8,98,Unsolved
698,Theft,2024-08-23,05:00,7,58,Solved
699,Robbery,2024-03-03,14:00,3,81,Unsolved
700,Theft,2024-06-07,02:00,5,54,Solved
701,Robbery,2024-06-14,09:00,2,28,Unsolved
702,Assault,2024-04-07,21:00,8,99,Solved
703,Fraud,2024-04-19,11:00,1,47,Unsolved
704,Theft,2024-10-22,19:00,4,54,Solved
705,Fraud,2024-05-18,00:00,6,56,Solved
706,Robbery,2024-03-08,19:00,8,70,Unsolved
707,Robbery,2024-02-24,03:00,5,20,Solved
708,Assault,2024-03-18,12:00,4,73,Solved
709,Theft,2024-05-02,06:00,5,91,Solved
710,Assault,2024-06-22,06:00,3,90,Unsolved
711,Robbery,2024-07-20,08:00,8,10,Unsolved
712,Assault,2024-04-18,06:00,7,16,Solved
713,Burglary,2024-05-03,20:00,6,93,Solved
714,Theft,2024-08-20,17:00,3,36,Solved
715,Fraud,2024-05-31,11:00,5,67,Unsolved
716,Cybercrime,2024-03-22,10:00,6,9,Solved
717,Assault,2024-11-16,02:00,8,89,Solved
718,Assault,2024-12-25,16:00,3,96,Unsolved
719,Assault,2024-12-03,01:00,6,80,Solved
720,Fraud,2024-03-22,09:00,2,70,Solved
721,Robbery,2024-02-02,16:00,4,85,Unsolved
722,Theft,2024-01-31,08:00,7,55,Unsolved
723,Fraud,2024-05-02,00:00,8,37,Unsolved
724,Cybercrime,2024-12-18,17:00,6,85,Solved
725,Cybercrime,2024-08-03,13:00,8,81,Unsolved
726,Theft,2024-04-13,11:00,2,9,Solved
727,Robbery,2024-06-14,02:00,3,8,Unsolved
728,Fraud,2024-07-13,05:00,8,25,Solved
729,Burglary,2024-06-19,01:00,4,79,Solved
730,Fraud,2024-03-02,07:00,8,9,Unsolved
731,Cybercrime,2024-10-01,06:00,6,10,Solved
732,Theft,2024-06-22,04:00,8,94,Solved
733,Robbery,2024-03-23,00:00,6,81,Solved
734,Fraud,2024-11-22,21:00,4,91,Unsolved
735,Burglary,2024-08-29,21:00,4,13,Solved
736,Assault,2024-11-05,20:00,6,67,Unsolved
737,Theft,2024-10-23,05:00,6,30,Solved
738,Cybercrime,2024-10-22,18:00,3,67,Solved
739,Theft,2024-10-07,19:00,6,25,Unsolved
740,Fraud,2024-06-17,17:00,6,38,Unsolved
741,Fraud,2024-03-13,14:00,8,62,Solved
742,Fraud,2024-09-17,06:00,8,86,Unsolved
743,Theft,2024-01-30,14:00,3,47,Solved
744,Burglary,2024-06-12,16:00,6,91,Unsolved
745,Assault,2024-02-18,12:00,7,49,Unsolved
746,Cybercrime,2024-10-30,12:00,2,31,Solved
747,Assault,2024-09-13,17:00,1,68,Solved
748,Assault,2024-12-01,19:00,5,20,Unsolved
749,Burglary,2024-05-15,14:00,2,44,Solved
750,Fraud,2024-09-22,21:00,4,2,Solved
751,Assault,2024-01-25,23:00,4,88,Solved
752,Assault,2024-11-03,21:00,3,81,Unsolved
753,Fraud,2024-12-07,13:00,6,82,Solved
754,Cybercrime,2024-12-13,10:00,2,32,Unsolved
755,Cybercrime,2024-04-25,02:00,7,16,Solved
756,Fraud,2024-11-27,03:00,2,89,Solved
757,Robbery,2024-12-03,06:00,2,71,Solved
758,Burglary,2024-10-23,17:00,2,4,Unsolved
759,Assault,2024-09-25,06:00,6,69,Solved
760,Robbery,2024-01-28,23:00,3,49,Unsolved
761,Cybercrime,2024-09-04,21:00,2,54,Unsolved
762,Burglary,2024-03-05,19:00,3,35,Solved
763,Burglary,2024-05-24,19:00,4,75,Unsolved
764,Cybercrime,2024-09-04,12:00,8,24,Unsolved
765,Cybercrime,2024-12-12,06:00,8,10,Solved
766,Theft,2024-07-06,16:00,5,10,Solved
767,Fraud,2024-08-06,10:00,2,83,Unsolved
768,Assault,2024-04-05,02:00,8,9,Solved
769,Robbery,2024-02-07,04:00,7,72,Solved
770,Assault,2024-06-16,00:00,5,42,Solved
771,Robbery,2024-11-22,11:00,5,88,Unsolved
772,Assault,2024-10-06,10:00,6,47,Unsolved
773,Burglary,2024-10-13,05:00,2,75,Unsolved
774,Burglary,2024-07-10,11:00,7,70,Unsolved
775,Fraud,2024-08-06,05:00,3,98,Solved
776,Theft,2024-10-31,05:00,2,98,Unsolved
777,Robbery,2024-02-14,22:00,5,56,Unsolved
778,Theft,2024-01-17,00:00,4,60,Unsolved
779,Cybercrime,2024-07-06,06:00,8,2,Solved
780,Robbery,2024-03-31,22:00,6,9,Unsolved
781,Assault,2024-04-29,12:00,2,64,Solved
782,Burglary,2024-10-31,14:00,4,80,Unsolved
783,Theft,2024-01-18,21:00,2,79,Unsolved
784,Cybercrime,2024-08-18,14:00,6,48,Unsolved
785,Fraud,2024-11-03,21:00,2,93,Unsolved
786,Theft,2024-02-18,13:00,2,62,Solved
787,Assault,2024-09-19,14:00,3,13,Solved
788,Fraud,2024-07-23,17:00,2,36,Solved
789,Fraud,2024-09-07,02:00,5,35,Solved
790,Cybercrime,2024-12-29,21:00,7,100,Solved
791,Fraud,2024-09-10,04:00,1,17,Solved
792,Cybercrime,2024-07-13,20:00,7,99,Unsolved
793,Burglary,2024-08-31,02:00,6,12,Unsolved
794,Cybercrime,2024-06-12,13:00,5,16,Solved
795,Assault,2024-06-21,15:00,7,82,Unsolved
796,Fraud,2024-09-03,18:00,5,89,Solved
797,Cybercrime,2024-08-14,07:00,3,75,Unsolved
798,Fraud,2024-01-01,22:00,5,46,Solved
799,Cybercrime,2024-04-27,05:00,2,76,Unsolved
800,Cybercrime,2024-12-25,18:00,1,78,Solved
801,Robbery,2024-06-15,23:00,7,100,Solved
802,Assault,2024-05-26,19:00,1,95,Solved
803,Assault,2024-10-19,20:00,2,6,Solved
804,Cybercrime,2024-10-31,04:00,6,49,Unsolved
805,Theft,2024-04-27,07:00,7,69,Unsolved
806,Assault,2024-08-31,20:00,2,69,Unsolved
807,Theft,2024-04-10,14:00,1,54,Solved
808,Assault,2024-05-11,19:00,2,49,Solved
809,Fraud,2024-12-10,02:00,6,11,Unsolved
810,Assault,2024-11-09,02:00,3,47,Solved
811,Theft,2024-09-29,00:00,6,1,Solved
812,Burglary,2024-12-09,04:00,5,87,Solved
813,Theft,2024-11-15,08:00,7,62,Solved
814,Cybercrime,2024-03-27,23:00,6,62,Unsolved
815,Theft,2024-01-22,00:00,5,46,Unsolved
816,Theft,2024-04-22,11:00,6,55,Solved
817,Fraud,2024-02-03,11:00,6,94,Unsolved
818,Burglary,2024-12-16,05:00,5,16,Unsolved
819,Assault,2024-10-14,00:00,7,64,Solved
820,Burglary,2024-11-20,04:00,8,17,Solved
821,Cybercrime,2024-06-15,06:00,2,66,Unsolved
822,Burglary,2024-03-12,23:00,6,40,Unsolved
823,Fraud,2024-04-11,14:00,7,98,Solved
824,Fraud,2024-07-16,09:00,2,37,Unsolved
825,Cybercrime,2024-04-12,20:00,3,85,Unsolved
826,Assault,2024-02-23,04:00,2,21,Unsolved
827,Burglary,2024-09-25,11:00,6,67,Solved
828,Burglary,2024-04-10,18:00,7,46,Solved
829,Fraud,2024-08-12,03:00,2,46,Unsolved
830,Fraud,2024-02-16,18:00,5,66,Unsolved
831,Burglary,2024-06-17,02:00,2,78,Unsolved
832,Cybercrime,2024-09-30,02:00,7,100,Unsolved
833,Fraud,2024-08-09,21:00,6,8,Unsolved
834,Burglary,2024-07-25,11:00,4,39,Solved
835,Burglary,2024-03-02,18:00,2,20,Unsolved
836,Burglary,2024-02-05,12:00,1,53,Unsolved
837,Assault,2024-11-10,05:00,3,60,Unsolved
838,Cybercrime,2024-08-15,05:00,4,33,Solved
839,Burglary,2024-06-08,00:00,4,29,Solved
840,Robbery,2024-01-31,00:00,5,25,Unsolved
841,Theft,2024-06-25,00:00,4,39,Solved
842,Assault,2024-01-31,13:00,3,89,Solved
843,Theft,2024-04-06,21:00,4,73,Unsolved
844,Robbery,2024-08-12,05:00,8,91,Solved
845,Robbery,2024-10-03,02:00,3,94,Unsolved
846,Assault,2024-04-28,14:00,5,68,Solved
847,Cybercrime,2024-12-29,13:00,4,79,Unsolved
848,Robbery,2024-12-29,17:00,1,86,Unsolved
849,Burglary,2024-11-26,22:00,6,2,Unsolved
850,Fraud,2024-02-05,16:00,6,43,Solved
851,Burglary,2024-03-14,20:00,7,54,Solved
852,Fraud,2024-07-03,18:00,7,3,Unsolved
853,Theft,2024-03-12,08:00,1,12,Solved
854,Burglary,2024-07-14,16:00,2,75,Solved
855,Fraud,2024-11-01,10:00,4,61,Solved
856,Robbery,2024-03-02,23:00,7,92,Solved
857,Theft,2024-12-04,00:00,1,90,Unsolved
858,Cybercrime,2024-08-14,08:00,2,100,Unsolved
859,Assault,2024-08-03,01:00,4,42,Solved
860,Fraud,2024-02-17,12:00,5,11,Unsolved
861,Robbery,2024-01-01,08:00,1,57,Solved
862,Assault,2024-03-06,20:00,4,14,Solved
863,Robbery,2024-05-07,21:00,3,78,Unsolved
864,Cybercrime,2024-10-04,21:00,4,19,Solved
865,Fraud,2024-02-09,14:00,3,26,Unsolved
866,Assault,2024-03-17,02:00,1,3,Unsolved
867,Robbery,2024-05-01,14:00,3,97,Unsolved
868,Burglary,2024-11-12,14:00,7,1,Solved
869,Burglary,2024-06-17,14:00,7,98,Solved
870,Assault,2024-03-18,18:00,4,87,Unsolved
871,Cybercrime,2024-10-26,17:00,4,29,Solved
872,Cybercrime,2024-03-24,18:00,3,100,Solved
873,Fraud,2024-11-11,05:00,6,91,Unsolved
874,Cybercrime,2024-03-07,14:00,8,3,Solved
875,Assault,2024-03-19,05:00,6,2,Solved
876,Assault,2024-09-06,15:00,1,85,Solved
877,Assault,2024-10-05,16:00,2,94,Unsolved
878,Fraud,2024-05-05,04:00,5,57,Unsolved
879,Cybercrime,2024-05-21,19:00,7,7,Unsolved
880,Theft,2024-04-19,14:00,2,66,Unsolved
881,Cybercrime,2024-01-16,11:00,6,6,Solved
882,Robbery,2024-10-29,03:00,4,10,Unsolved
883,Robbery,2024-06-15,17:00,8,18,Unsolved
884,Burglary,2024-12-29,19:00,8,88,Unsolved
885,Burglary,2024-03-30,22:00,6,18,Solved
886,Fraud,2024-11-06,05:00,8,13,Unsolved
887,Theft,2024-10-10,00:00,8,76,Solved
888,Cybercrime,2024-06-25,16:00,7,6,Solved
889,Fraud,2024-05-23,03:00,1,10,Solved
890,Robbery,2024-07-20,21:00,4,44,Unsolved
891,Robbery,2024-01-30,16:00,6,1,Unsolved
892,Assault,2024-02-19,21:00,8,86,Unsolved
893,Fraud,2024-12-10,13:00,6,89,Unsolved
894,Fraud,2024-03-05,13:00,2,18,Unsolved
895,Burglary,2024-05-21,00:00,2,64,Solved
896,Cybercrime,2024-04-21,19:00,3,27,Solved
897,Cybercrime,2024-11-04,07:00,2,29,Solved
898,Assault,2024-12-16,21:00,4,88,Unsolved
899,Robbery,2024-11-11,04:00,6,2,Solved
900,Burglary,2024-10-17,10:00,4,78,Unsolved
901,Burglary,2024-05-11,04:00,8,34,Unsolved
902,Cybercrime,2024-12-02,07:00,3,81,Solved
903,Robbery,2024-04-02,19:00,3,16,Unsolved
904,Assault,2024-05-01,05:00,3,48,Solved
905,Theft,2024-05-17,15:00,7,78,Unsolved
906,Fraud,2024-08-16,12:00,4,74,Solved
907,Theft,2024-10-21,01:00,3,38,Solved
908,Burglary,2024-09-30,21:00,2,25,Solved
909,Fraud,2024-05-21,00:00,8,26,Solved
910,Burglary,2024-10-25,23:00,3,5,Solved
911,Cybercrime,2024-04-25,06:00,4,16,Unsolved
912,Assault,2024-09-22,02:00,6,95,Solved
913,Burglary,2024-01-26,08:00,3,55,Solved
914,Fraud,2024-02-27,05:00,5,26,Unsolved
915,Burglary,2024-07-28,21:00,3,33,Unsolved
916,Theft,2024-02-21,03:00,3,48,Solved
917,Theft,2024-07-16,11:00,3,8,Unsolved
918,Robbery,2024-11-05,15:00,1,59,Unsolved
919,Theft,2024-04-21,03:00,2,47,Unsolved
920,Fraud,2024-12-11,06:00,4,76,Solved
921,Fraud,2024-11-21,15:00,5,62,Unsolved
922,Theft,2024-09-05,11:00,3,49,Solved
923,Burglary,2024-06-06,14:00,8,68,Solved
924,Fraud,2024-12-12,16:00,3,81,Unsolved
925,Burglary,2024-07-02,04:00,8,5,Solved
926,Robbery,2024-05-02,19:00,8,58,Unsolved
927,Assault,2024-01-11,23:00,7,55,Solved
928,Burglary,2024-04-21,08:00,8,19,Unsolved
929,Fraud,2024-04-28,05:00,8,98,Solved
930,Robbery,2024-06-08,18:00,7,49,Unsolved
931,Assault,2024-07-16,21:00,1,27,Unsolved
932,Fraud,2024-06-24,17:00,6,27,Solved
933,Burglary,2024-06-25,05:00,4,25,Solved
934,Assault,2024-02-10,15:00,3,64,Unsolved
935,Cybercrime,2024-06-02,12:00,7,33,Solved
936,Cybercrime,2024-03-13,22:00,1,43,Unsolved
937,Fraud,2024-09-08,10:00,5,31,Solved
938,Assault,2024-03-28,12:00,6,3,Solved
939,Robbery,2024-06-26,10:00,2,80,Solved
940,Burglary,2024-05-02,06:00,4,26,Unsolved
941,Theft,2024-03-29,00:00,2,11,Solved
942,Cybercrime,2024-05-11,08:00,8,29,Unsolved
943,Fraud,2024-10-07,18:00,5,15,Unsolved
944,Fraud,2024-01-21,08:00,4,33,Solved
945,Cybercrime,2024-08-03,02:00,1,7,Unsolved
946,Burglary,2024-01-10,08:00,6,72,Solved
947,Cybercrime,2024-05-19,01:00,8,96,Unsolved
948,Robbery,2024-10-04,15:00,2,44,Unsolved
949,Burglary,2024-03-28,20:00,7,36,Solved
950,Robbery,2024-07-11,11:00,2,46,Unsolved
951,Cybercrime,2024-04-23,04:00,2,93,Solved
952,Assault,2024-03-19,06:00,1,29,Solved
953,Fraud,2024-03-28,17:00,3,28,Unsolved
954,Fraud,2024-11-23,03:00,8,16,Unsolved
955,Robbery,2024-03-27,20:00,5,10,Solved
956,Burglary,2024-07-29,23:00,3,95,Solved
957,Theft,2024-12-28,06:00,8,32,Solved
958,Fraud,2024-04-25,08:00,8,54,Solved
959,Cybercrime,2024-02-12,07:00,2,71,Solved
960,Fraud,2024-10-17,22:00,2,22,Unsolved
961,Burglary,2024-09-08,11:00,1,67,Unsolved
962,Burglary,2024-07-13,23:00,2,61,Unsolved
963,Robbery,2024-11-09,18:00,3,38,Unsolved
964,Fraud,2024-08-23,14:00,5,98,Solved
965,Cybercrime,2024-04-10,22:00,6,58,Unsolved
966,Fraud,2024-05-14,13:00,5,72,Unsolved
967,Robbery,2024-03-11,12:00,5,92,Solved
968,Fraud,2024-05-10,06:00,3,58,Unsolved
969,Robbery,2024-12-12,14:00,1,96,Solved
970,Fraud,2024-05-12,13:00,3,91,Unsolved
971,Theft,2024-05-08,19:00,2,21,Solved
972,Theft,2024-01-09,23:00,1,95,Solved
973,Cybercrime,2024-05-31,20:00,1,6,Solved
974,Fraud,2024-09-07,01:00,1,2,Unsolved
975,Robbery,2024-05-23,20:00,5,27,Unsolved
976,Burglary,2024-01-12,22:00,7,8,Solved
977,Theft,2024-08-27,02:00,1,62,Unsolved
978,Robbery,2024-04-25,19:00,6,4,Solved
979,Burglary,2024-02-23,23:00,6,30,Unsolved
980,Robbery,2024-03-31,05:00,8,22,Solved
981,Robbery,2024-10-30,16:00,8,89,Solved
982,Cybercrime,2024-09-03,23:00,1,60,Unsolved
983,Assault,2024-03-01,03:00,6,92,Solved
984,Theft,2024-12-10,07:00,6,99,Unsolved
985,Burglary,2024-12-05,16:00,5,59,Unsolved
986,Cybercrime,2024-09-10,04:00,8,13,Solved
987,Burglary,2024-11-21,20:00,3,17,Unsolved
988,Cybercrime,2024-09-01,15:00,3,3,Unsolved
989,Fraud,2024-06-15,11:00,1,1,Unsolved
990,Burglary,2024-03-24,15:00,3,72,Solved
991,Theft,2024-03-15,18:00,7,32,Unsolved
992,Assault,2024-02-17,20:00,7,43,Solved
993,Robbery,2024-01-06,15:00,6,59,Unsolved
994,Robbery,2024-02-29,20:00,4,29,Solved
995,Cybercrime,2024-09-09,03:00,6,93,Solved
996,Theft,2024-08-23,22:00,7,41,Unsolved
997,Burglary,2024-02-05,09:00,3,32,Solved
998,Assault,2024-11-03,00:00,3,75,Solved
999,Cybercrime,2024-11-25,23:00,5,35,Solved
1000,Robbery,2024-09-02,13:00,8,41,Solved
1001,Robbery,2024-09-25,07:00,5,26,Solved
1002,Assault,2024-05-24,09:00,4,57,Solved
1003,Assault,2024-09-22,10:00,4,74,Solved
1004,Burglary,2024-12-06,04:00,1,77,Unsolved
1005,Robbery,2024-11-10,07:00,3,2,Solved
1006,Burglary,2024-08-19,20:00,1,13,Unsolved
1007,Burglary,2024-10-04,18:00,1,54,Solved
1008,Robbery,2024-10-30,11:00,7,85,Solved
1009,Cybercrime,2024-11-23,02:00,1,61,Unsolved
1010,Robbery,2024-11-08,08:00,5,45,Solved
1011,Theft,2024-11-03,21:00,8,40,Unsolved
1012,Fraud,2024-03-08,19:00,2,56,Solved
1013,Burglary,2024-12-14,05:00,5,90,Solved
1014,Robbery,2024-02-20,10:00,5,68,Unsolved
1015,Burglary,2024-02-23,16:00,2,65,Unsolved
1016,Robbery,2024-12-01,03:00,3,42,Unsolved
1017,Robbery,2024-12-30,05:00,6,96,Solved
1018,Robbery,2024-08-08,04:00,4,47,Unsolved
1019,Fraud,2024-12-29,01:00,2,19,Unsolved
1020,Burglary,2024-06-16,21:00,8,46,Solved
1021,Theft,2024-03-21,16:00,3,87,Solved
1022,Robbery,2024-12-04,12:00,1,94,Unsolved
1023,Fraud,2024-12-04,19:00,5,11,Solved
1024,Fraud,2024-05-10,06:00,5,34,Unsolved
1025,Robbery,2024-10-13,21:00,7,57,Unsolved
1026,Assault,2024-08-22,08:00,7,32,Unsolved
1027,Burglary,2024-04-24,14:00,6,4,Unsolved
1028,Theft,2024-03-26,09:00,7,21,Solved
1029,Fraud,2024-08-20,01:00,7,35,Solved
1030,Assault,2024-06-24,14:00,3,67,Unsolved
1031,Fraud,2024-08-23,04:00,4,96,Solved
